Date,Stock Name,Open,High,Low,Close,Adj Close,Volume,Predicted Price
22-02-2017,BTC-USD,1114.800049,1125.390015,1100.550049,1117.439941,1117.439941,136100000,1114.55
23-02-2017,ETH-USD,1117.27002,1176.619995,1116.959961,1166.719971,1166.719971,189454000,1144.39
24-02-2017,BNB-USD,1172.709961,1200.390015,1131.959961,1173.680054,1173.680054,330759008,1169.68
25-02-2017,SOL-USD,1170.410034,1174.849976,1124.589966,1143.839966,1143.839966,139960992,1153.42
26-02-2017,XRP-USD,1144.27002,1167.469971,1130.199951,1165.199951,1165.199951,116486000,1151.78
27-02-2017,ADA-USD,1163.780029,1181.97998,1163.380005,1179.969971,1179.969971,131570000,1172.28
28-02-2017,DOGE-USD,1180.719971,1193.25,1171.819946,1179.969971,1179.969971,184956000,1181.44
01-03-2017,BTC-USD,1180.040039,1222.5,1179.689941,1222.5,1222.5,229056992,1201.18
02-03-2017,BTC-USD,1224.680054,1262.130005,1215.619995,1251.01001,1251.01001,368275008,1238.36
03-03-2017,ETH-USD,1250.709961,1280.310059,1250.709961,1274.98999,1274.98999,315739008,1264.18
04-03-2017,BNB-USD,1277.430054,1279.400024,1230.51001,1255.150024,1255.150024,183270000,1260.62
05-03-2017,SOL-USD,1254.290039,1267.290039,1238.060059,1267.119995,1267.119995,134127000,1256.69
06-03-2017,XRP-USD,1267.469971,1276,1264.599976,1272.829956,1272.829956,153656992,1270.22
07-03-2017,ADA-USD,1273.209961,1275.550049,1204.800049,1223.540039,1223.540039,291256000,1244.28
08-03-2017,DOGE-USD,1223.22998,1232.160034,1148.079956,1150,1150,332603008,1188.37
09-03-2017,BTC-USD,1150.349976,1197.459961,1141.22998,1188.48999,1188.48999,212283008,1169.38
10-03-2017,ETH-USD,1189.359985,1270.469971,1077.25,1116.719971,1116.719971,563795968,1163.45
11-03-2017,BNB-USD,1116.319946,1193.829956,1116.319946,1175.829956,1175.829956,283320000,1150.57
12-03-2017,SOL-USD,1176.619995,1226.97998,1175.359985,1221.380005,1221.380005,227176000,1200.08
13-03-2017,XRP-USD,1221.780029,1237.369995,1217.030029,1231.920044,1231.920044,380276992,1227.03
14-03-2017,ADA-USD,1232.160034,1244.810059,1220.719971,1240,1240,245306000,1234.42
15-03-2017,DOGE-USD,1240.160034,1251.609985,1239.75,1249.609985,1249.609985,297804992,1245.28
16-03-2017,BTC-USD,1251.329956,1257.97998,1152.439941,1187.810059,1187.810059,638568000,1212.39
17-03-2017,BTC-USD,1180.160034,1180.160034,1099.569946,1100.22998,1100.22998,706598976,1140.03
18-03-2017,ETH-USD,1099.689941,1114.069946,957.6550293,973.8179932,973.8179932,621302016,1036.31
19-03-2017,BNB-USD,976.7299805,1069.910034,976.7299805,1036.73999,1036.73999,406648000,1015.03
20-03-2017,SOL-USD,1037.23999,1063.030029,1036.680054,1054.22998,1054.22998,286529984,1047.8
21-03-2017,XRP-USD,1055.359985,1122.430054,1055.359985,1120.540039,1120.540039,337391008,1088.42
22-03-2017,ADA-USD,1120.650024,1120.650024,1014.210022,1049.140015,1049.140015,380840992,1076.16
23-03-2017,DOGE-USD,1050.050049,1058.01001,1028.930054,1038.589966,1038.589966,248540000,1043.9
24-03-2017,BTC-USD,1038.449951,1040.469971,934.3579712,937.5200195,937.5200195,491038016,987.7
25-03-2017,ETH-USD,936.539978,975.7609863,903.7130127,972.7789917,972.7789917,435803008,947.2
26-03-2017,BNB-USD,974.0150146,1007.960022,954.1859741,966.7249756,966.7249756,303668000,975.72
27-03-2017,SOL-USD,972.0549927,1046.400024,971.9840088,1045.77002,1045.77002,372535008,1009.05
28-03-2017,XRP-USD,1044.579956,1064.650024,1027.72998,1047.150024,1047.150024,326332000,1046.03
29-03-2017,ADA-USD,1046.079956,1055.130005,1015.880005,1039.969971,1039.969971,298457984,1039.26
30-03-2017,DOGE-USD,1042.209961,1049.290039,1020.039978,1026.430054,1026.430054,352968992,1034.49
31-03-2017,BTC-USD,1026.640015,1074.920044,1026.640015,1071.790039,1071.790039,447287008,1050
01-04-2017,BTC-USD,1071.709961,1091.719971,1061.089966,1080.5,1080.5,289633984,1076.25
02-04-2017,ETH-USD,1080.609985,1107.589966,1075.449951,1102.170044,1102.170044,514187008,1091.45
03-04-2017,BNB-USD,1102.949951,1151.73999,1102.949951,1143.810059,1143.810059,580444032,1125.36
04-04-2017,SOL-USD,1145.52002,1156.439941,1120.52002,1133.25,1133.25,436310016,1138.93
05-04-2017,XRP-USD,1134.140015,1135.089966,1113.630005,1124.780029,1124.780029,414784000,1126.91
06-04-2017,ADA-USD,1125.810059,1188.369995,1125.810059,1182.680054,1182.680054,511222016,1155.67
07-04-2017,DOGE-USD,1178.939941,1186.579956,1163.390015,1176.900024,1176.900024,317022016,1176.45
08-04-2017,BTC-USD,1172.650024,1184.97998,1162.579956,1175.949951,1175.949951,209312000,1174.04
09-04-2017,ETH-USD,1176.569946,1197.209961,1171.859985,1187.869995,1187.869995,242343008,1183.38
10-04-2017,BNB-USD,1187.300049,1190.339966,1179.040039,1187.130005,1187.130005,215883008,1185.95
11-04-2017,SOL-USD,1187.459961,1208.069946,1187.459961,1205.01001,1205.01001,216182000,1197
12-04-2017,XRP-USD,1204.810059,1207.140015,1196.76001,1200.369995,1200.369995,288702016,1202.27
13-04-2017,ADA-USD,1201.02002,1205.890015,1156.439941,1169.280029,1169.280029,351968992,1183.16
14-04-2017,DOGE-USD,1170.329956,1190.800049,1159.790039,1167.540039,1167.540039,254827008,1172.12
15-04-2017,BTC-USD,1167.300049,1188,1164.959961,1172.52002,1172.52002,203559008,1173.2
16-04-2017,BTC-USD,1172.609985,1187.219971,1172.609985,1182.939941,1182.939941,183231008,1178.84
17-04-2017,ETH-USD,1183.25,1194.900024,1172.650024,1193.910034,1193.910034,253206000,1186.18
18-04-2017,BNB-USD,1193.77002,1217.569946,1193.77002,1211.670044,1211.670044,270524000,1204.2
19-04-2017,SOL-USD,1212.130005,1215.51001,1205.079956,1210.290039,1210.290039,288060992,1210.75
20-04-2017,XRP-USD,1211.079956,1240.790039,1208.410034,1229.079956,1229.079956,315108000,1222.34
21-04-2017,ADA-USD,1229.420044,1235.939941,1215.560059,1222.050049,1222.050049,272167008,1225.74
22-04-2017,DOGE-USD,1222.709961,1235.560059,1208.469971,1231.709961,1231.709961,249320000,1224.61
23-04-2017,BTC-USD,1231.920044,1232.199951,1203.939941,1207.209961,1207.209961,258951008,1218.82
24-04-2017,ETH-USD,1209.630005,1250.939941,1209.630005,1250.150024,1250.150024,235806000,1230.09
25-04-2017,BNB-USD,1250.449951,1267.579956,1249.969971,1265.48999,1265.48999,242556000,1258.37
26-04-2017,SOL-USD,1265.98999,1294.829956,1265.930054,1281.079956,1281.079956,329631008,1276.96
27-04-2017,XRP-USD,1281.880005,1319.699951,1281.300049,1317.72998,1317.72998,449196992,1300.15
28-04-2017,ADA-USD,1317.73999,1331.280029,1292.369995,1316.47998,1316.47998,527488992,1314.47
29-04-2017,DOGE-USD,1317.839966,1327.199951,1315.209961,1321.790039,1321.790039,422705984,1320.51
30-04-2017,BTC-USD,1321.869995,1347.910034,1314.920044,1347.890015,1347.890015,413115008,1333.15
01-05-2017,BTC-USD,1348.300049,1434.319946,1348.300049,1421.599976,1421.599976,713624000,1388.13
02-05-2017,ETH-USD,1421.030029,1473.900024,1415.689941,1452.819946,1452.819946,477337984,1440.86
03-05-2017,BNB-USD,1453.780029,1492.77002,1447.48999,1490.089966,1490.089966,583795968,1471.03
04-05-2017,SOL-USD,1490.719971,1608.910034,1490.719971,1537.670044,1537.670044,933548992,1532.01
05-05-2017,XRP-USD,1540.869995,1618.030029,1530.310059,1555.449951,1555.449951,946035968,1561.17
06-05-2017,ADA-USD,1556.810059,1578.800049,1542.5,1578.800049,1578.800049,582529984,1564.23
07-05-2017,DOGE-USD,1579.469971,1596.719971,1559.76001,1596.709961,1596.709961,1080029952,1583.16
08-05-2017,BTC-USD,1596.920044,1723.349976,1596.920044,1723.349976,1723.349976,1340320000,1660.14
09-05-2017,ETH-USD,1723.890015,1833.48999,1716.300049,1755.359985,1755.359985,1167920000,1757.26
10-05-2017,BNB-USD,1756.52002,1788.439941,1719.099976,1787.130005,1787.130005,915723008,1762.8
11-05-2017,SOL-USD,1780.369995,1873.930054,1755.349976,1848.569946,1848.569946,799489984,1814.55
12-05-2017,XRP-USD,1845.76001,1856.150024,1694.01001,1724.23999,1724.23999,740984000,1780.04
13-05-2017,ADA-USD,1723.119995,1812.98999,1651.079956,1804.910034,1804.910034,579635008,1748.02
14-05-2017,DOGE-USD,1800.859985,1831.420044,1776.619995,1808.910034,1808.910034,437196000,1804.45
15-05-2017,BTC-USD,1808.439941,1812.800049,1708.540039,1738.430054,1738.430054,731529024,1767.05
16-05-2017,BTC-USD,1741.699951,1785.939941,1686.540039,1734.449951,1734.449951,959044992,1737.16
17-05-2017,ETH-USD,1726.72998,1864.050049,1661.910034,1839.089966,1839.089966,1064729984,1772.95
18-05-2017,BNB-USD,1818.699951,1904.47998,1807.119995,1888.650024,1888.650024,894321024,1854.74
19-05-2017,SOL-USD,1897.369995,2004.52002,1890.25,1987.709961,1987.709961,1157289984,1944.96
20-05-2017,XRP-USD,1984.23999,2084.72998,1974.920044,2084.72998,2084.72998,961336000,2032.15
21-05-2017,ADA-USD,2067.030029,2119.080078,2037.5,2041.199951,2041.199951,1147859968,2066.2
22-05-2017,DOGE-USD,2043.189941,2303.899902,2017.869995,2173.399902,2173.399902,1942220032,2134.59
23-05-2017,BTC-USD,2191.560059,2320.820068,2178.5,2320.419922,2320.419922,1378749952,2252.83
24-05-2017,ETH-USD,2321.370117,2523.719971,2321.370117,2443.639893,2443.639893,1725379968,2402.53
25-05-2017,BNB-USD,2446.23999,2763.709961,2285.300049,2304.97998,2304.97998,2406700032,2450.06
26-05-2017,SOL-USD,2320.889893,2573.790039,2071.98999,2202.419922,2202.419922,1763480064,2292.27
27-05-2017,XRP-USD,2196.27002,2260.199951,1855.829956,2038.869995,2038.869995,1700480000,2087.79
28-05-2017,ADA-USD,2054.080078,2267.340088,2054.080078,2155.800049,2155.800049,1147139968,2132.83
29-05-2017,DOGE-USD,2159.429932,2307.050049,2107.169922,2255.610107,2255.610107,994625024,2207.32
30-05-2017,BTC-USD,2255.360107,2301.959961,2124.570068,2175.469971,2175.469971,1443970048,2214.34
31-05-2017,BTC-USD,2187.189941,2311.080078,2145.570068,2286.409912,2286.409912,1544829952,2232.56
01-06-2017,ETH-USD,2288.330078,2448.389893,2288.330078,2407.879883,2407.879883,1653180032,2358.23
02-06-2017,BNB-USD,2404.030029,2488.550049,2373.320068,2488.550049,2488.550049,1317030016,2438.61
03-06-2017,SOL-USD,2493.719971,2581.909912,2423.570068,2515.350098,2515.350098,1514950016,2503.64
04-06-2017,XRP-USD,2547.790039,2585.889893,2452.540039,2511.810059,2511.810059,1355120000,2524.51
05-06-2017,ADA-USD,2512.399902,2686.810059,2510.219971,2686.810059,2686.810059,1369309952,2599.06
06-06-2017,DOGE-USD,2690.840088,2999.909912,2690.840088,2863.199951,2863.199951,2089609984,2811.2
07-06-2017,BTC-USD,2869.379883,2869.379883,2700.560059,2732.159912,2732.159912,1517709952,2792.87
08-06-2017,ETH-USD,2720.48999,2815.300049,2670.949951,2805.620117,2805.620117,1281170048,2753.09
09-06-2017,BNB-USD,2807.439941,2901.709961,2795.620117,2823.810059,2823.810059,1348950016,2832.15
10-06-2017,SOL-USD,2828.139893,2950.98999,2746.550049,2947.709961,2947.709961,2018889984,2868.35
11-06-2017,XRP-USD,2942.409912,2996.600098,2840.530029,2958.110107,2958.110107,1752400000,2934.41
12-06-2017,ADA-USD,2953.219971,2997.26001,2518.560059,2659.629883,2659.629883,2569530112,2782.17
13-06-2017,DOGE-USD,2680.909912,2789.040039,2650.379883,2717.02002,2717.02002,1781200000,2709.34
14-06-2017,BTC-USD,2716.879883,2786.830078,2412.939941,2506.370117,2506.370117,1696560000,2605.76
15-06-2017,BTC-USD,2499.580078,2534.709961,2212.959961,2464.580078,2464.580078,2026259968,2427.96
16-06-2017,ETH-USD,2469.570068,2539.919922,2385.149902,2518.560059,2518.560059,1195190016,2478.3
17-06-2017,BNB-USD,2514.01001,2685.189941,2484.959961,2655.879883,2655.879883,1534509952,2585.01
18-06-2017,SOL-USD,2655.350098,2662.100098,2516.330078,2548.290039,2548.290039,1178659968,2595.52
19-06-2017,XRP-USD,2549.030029,2662.850098,2549.030029,2589.600098,2589.600098,1446840064,2587.63
20-06-2017,ADA-USD,2591.26001,2763.449951,2589.820068,2721.790039,2721.790039,1854189952,2666.58
21-06-2017,DOGE-USD,2709.429932,2772.01001,2660.399902,2689.100098,2689.100098,1626579968,2707.73
22-06-2017,BTC-USD,2691.030029,2723.73999,2642.360107,2705.409912,2705.409912,1097939968,2690.64
23-06-2017,ETH-USD,2707.340088,2765.169922,2706.370117,2744.909912,2744.909912,961318976,2730.95
24-06-2017,BNB-USD,2738.52002,2757.939941,2583.189941,2608.719971,2608.719971,982750016,2672.09
25-06-2017,SOL-USD,2607.25,2682.26001,2552.120117,2589.409912,2589.409912,1161100032,2607.76
26-06-2017,XRP-USD,2590.570068,2615.25,2376.290039,2478.449951,2478.449951,1663280000,2515.14
27-06-2017,ADA-USD,2478.449951,2552.449951,2332.98999,2552.449951,2552.449951,1489789952,2479.08
28-06-2017,DOGE-USD,2553.030029,2603.97998,2484.419922,2574.790039,2574.790039,1183869952,2554.05
29-06-2017,BTC-USD,2567.560059,2588.830078,2510.47998,2539.320068,2539.320068,949979008,2551.55
30-06-2017,BTC-USD,2539.23999,2559.25,2478.429932,2480.840088,2480.840088,860273024,2514.44
01-07-2017,ETH-USD,2492.600098,2515.27002,2419.22998,2434.550049,2434.550049,779913984,2465.41
02-07-2017,BNB-USD,2436.399902,2514.280029,2394.840088,2506.469971,2506.469971,803747008,2463
03-07-2017,SOL-USD,2498.560059,2595,2480.469971,2564.060059,2564.060059,964112000,2534.52
04-07-2017,XRP-USD,2561,2631.590088,2559.350098,2601.639893,2601.639893,985516032,2588.4
05-07-2017,ADA-USD,2602.870117,2622.649902,2538.550049,2601.98999,2601.98999,941566016,2591.52
06-07-2017,DOGE-USD,2608.100098,2616.719971,2581.689941,2608.560059,2608.560059,761956992,2603.77
07-07-2017,BTC-USD,2608.590088,2916.139893,2498.870117,2518.659912,2518.659912,917411968,2635.57
08-07-2017,ETH-USD,2520.27002,2571.340088,2492.310059,2571.340088,2571.340088,733329984,2538.82
09-07-2017,BNB-USD,2572.610107,2635.48999,2517.590088,2518.439941,2518.439941,527856000,2561.03
10-07-2017,SOL-USD,2525.25,2537.159912,2321.129883,2372.560059,2372.560059,1111200000,2439.02
11-07-2017,XRP-USD,2385.889893,2413.469971,2296.810059,2337.790039,2337.790039,1329760000,2358.49
12-07-2017,ADA-USD,2332.77002,2423.709961,2275.139893,2398.840088,2398.840088,1117410048,2357.61
13-07-2017,DOGE-USD,2402.699951,2425.219971,2340.830078,2357.899902,2357.899902,835769984,2381.66
14-07-2017,BTC-USD,2360.590088,2363.25,2183.219971,2233.340088,2233.340088,882502976,2285.1
15-07-2017,BTC-USD,2230.120117,2231.139893,1990.410034,1998.859985,1998.859985,993608000,2112.63
16-07-2017,ETH-USD,1991.97998,2058.77002,1843.030029,1929.819946,1929.819946,1182870016,1955.9
17-07-2017,BNB-USD,1932.619995,2230.48999,1932.619995,2228.409912,2228.409912,1201760000,2081.03
18-07-2017,SOL-USD,2233.52002,2387.610107,2164.77002,2318.879883,2318.879883,1512450048,2276.2
19-07-2017,XRP-USD,2323.080078,2397.169922,2260.22998,2273.429932,2273.429932,1245100032,2313.48
20-07-2017,ADA-USD,2269.889893,2900.699951,2269.889893,2817.600098,2817.600098,2249260032,2564.52
21-07-2017,DOGE-USD,2838.409912,2838.409912,2621.850098,2667.76001,2667.76001,1489449984,2741.61
22-07-2017,BTC-USD,2668.629883,2862.419922,2657.709961,2810.120117,2810.120117,1177129984,2749.72
23-07-2017,ETH-USD,2808.100098,2832.179932,2653.939941,2730.399902,2730.399902,1072840000,2756.15
24-07-2017,BNB-USD,2732.699951,2777.26001,2699.189941,2754.860107,2754.860107,866473984,2741
25-07-2017,SOL-USD,2757.5,2768.080078,2480.959961,2576.47998,2576.47998,1460089984,2645.76
26-07-2017,XRP-USD,2577.77002,2610.76001,2450.800049,2529.449951,2529.449951,937404032,2542.2
27-07-2017,ADA-USD,2538.709961,2693.320068,2529.340088,2671.780029,2671.780029,789104000,2608.29
28-07-2017,DOGE-USD,2679.72998,2897.449951,2679.72998,2809.01001,2809.01001,1380099968,2766.48
29-07-2017,BTC-USD,2807.02002,2808.76001,2692.800049,2726.449951,2726.449951,803745984,2758.76
30-07-2017,BTC-USD,2724.389893,2758.530029,2644.850098,2757.179932,2757.179932,705942976,2721.24
31-07-2017,ETH-USD,2763.23999,2889.620117,2720.610107,2875.340088,2875.340088,860574976,2812.2
01-08-2017,BNB-USD,2871.300049,2921.350098,2685.610107,2718.26001,2718.26001,1324669952,2799.13
02-08-2017,SOL-USD,2727.129883,2762.530029,2668.590088,2710.669922,2710.669922,1094950016,2717.23
03-08-2017,XRP-USD,2709.560059,2813.310059,2685.139893,2804.72998,2804.72998,804796992,2753.18
04-08-2017,ADA-USD,2806.929932,2899.330078,2743.719971,2895.889893,2895.889893,1002120000,2836.47
05-08-2017,DOGE-USD,2897.629883,3290.01001,2874.830078,3252.909912,3252.909912,1945699968,3078.84
06-08-2017,BTC-USD,3257.610107,3293.290039,3155.600098,3213.939941,3213.939941,1105030016,3230.11
07-08-2017,ETH-USD,3212.780029,3397.679932,3180.889893,3378.939941,3378.939941,1482279936,3292.57
08-08-2017,BNB-USD,3370.219971,3484.850098,3345.830078,3419.939941,3419.939941,1752760064,3405.21
09-08-2017,SOL-USD,3420.399902,3422.76001,3247.669922,3342.469971,3342.469971,1468960000,3358.32
10-08-2017,XRP-USD,3341.840088,3453.449951,3319.469971,3381.280029,3381.280029,1515110016,3374.01
11-08-2017,ADA-USD,3373.820068,3679.719971,3372.120117,3650.620117,3650.620117,2021190016,3519.07
12-08-2017,DOGE-USD,3650.629883,3949.919922,3613.699951,3884.709961,3884.709961,2219589888,3774.74
13-08-2017,BTC-USD,3880.040039,4208.390137,3857.800049,4073.26001,4073.26001,3159089920,4004.87
14-08-2017,BTC-USD,4066.100098,4325.129883,3989.159912,4325.129883,4325.129883,2463089920,4176.38
15-08-2017,ETH-USD,4326.990234,4455.970215,3906.179932,4181.930176,4181.930176,3258050048,4217.77
16-08-2017,BNB-USD,4200.339844,4381.22998,3994.419922,4376.629883,4376.629883,2272039936,4238.15
17-08-2017,SOL-USD,4384.439941,4484.700195,4243.709961,4331.689941,4331.689941,2553359872,4361.14
18-08-2017,XRP-USD,4324.339844,4370.129883,4015.399902,4160.620117,4160.620117,2941710080,4217.62
19-08-2017,ADA-USD,4137.75,4243.259766,3970.550049,4193.700195,4193.700195,2975820032,4136.32
20-08-2017,DOGE-USD,4189.310059,4196.290039,4069.879883,4087.659912,4087.659912,2109769984,4135.78
21-08-2017,BTC-USD,4090.47998,4109.140137,3988.600098,4001.73999,4001.73999,2800890112,4047.49
22-08-2017,ETH-USD,3998.350098,4128.759766,3674.580078,4100.52002,4100.52002,3764239872,3975.55
23-08-2017,BNB-USD,4089.01001,4255.779785,4078.409912,4151.52002,4151.52002,2369819904,4143.68
24-08-2017,SOL-USD,4137.600098,4376.390137,4130.259766,4334.680176,4334.680176,2037750016,4244.73
25-08-2017,XRP-USD,4332.819824,4455.700195,4307.350098,4371.600098,4371.600098,1727970048,4366.87
26-08-2017,ADA-USD,4372.060059,4379.279785,4269.52002,4352.399902,4352.399902,1511609984,4343.31
27-08-2017,DOGE-USD,4345.100098,4416.589844,4317.290039,4382.879883,4382.879883,1537459968,4365.46
28-08-2017,BTC-USD,4384.450195,4403.930176,4224.640137,4382.660156,4382.660156,1959330048,4348.92
29-08-2017,BTC-USD,4389.209961,4625.680176,4352.129883,4579.02002,4579.02002,2486080000,4486.51
30-08-2017,ETH-USD,4570.359863,4626.52002,4471.410156,4565.299805,4565.299805,1937849984,4558.4
31-08-2017,BNB-USD,4555.589844,4736.049805,4549.399902,4703.390137,4703.390137,1944930048,4636.11
01-09-2017,SOL-USD,4701.759766,4892.009766,4678.529785,4892.009766,4892.009766,2599079936,4791.08
02-09-2017,XRP-USD,4901.419922,4975.040039,4469.240234,4578.77002,4578.77002,2722139904,4731.12
03-09-2017,ADA-USD,4585.27002,4714.080078,4417.589844,4582.959961,4582.959961,1933190016,4574.97
04-09-2017,DOGE-USD,4591.629883,4591.629883,4108.399902,4236.310059,4236.310059,2987330048,4381.99
05-09-2017,BTC-USD,4228.290039,4427.839844,3998.110107,4376.529785,4376.529785,2697969920,4257.69
06-09-2017,ETH-USD,4376.589844,4617.25,4376.589844,4597.120117,4597.120117,2172100096,4491.89
07-09-2017,BNB-USD,4589.140137,4655.040039,4491.330078,4599.879883,4599.879883,1844620032,4583.85
08-09-2017,SOL-USD,4605.160156,4661,4075.179932,4228.75,4228.75,2700890112,4392.52
09-09-2017,XRP-USD,4229.810059,4308.819824,4114.109863,4226.060059,4226.060059,1386230016,4219.7
10-09-2017,ADA-USD,4229.339844,4245.439941,3951.040039,4122.939941,4122.939941,1679090048,4137.19
11-09-2017,DOGE-USD,4122.470215,4261.669922,4099.399902,4161.27002,4161.27002,1557330048,4161.2
12-09-2017,BTC-USD,4168.879883,4344.649902,4085.219971,4130.810059,4130.810059,1864530048,4182.39
13-09-2017,BTC-USD,4131.97998,4131.97998,3789.919922,3882.590088,3882.590088,2219409920,3984.12
14-09-2017,ETH-USD,3875.370117,3920.600098,3153.860107,3154.949951,3154.949951,2716310016,3526.2
15-09-2017,BNB-USD,3166.300049,3733.449951,2946.620117,3637.52002,3637.52002,4148069888,3370.97
16-09-2017,SOL-USD,3637.75,3808.840088,3487.790039,3625.040039,3625.040039,1818400000,3639.86
17-09-2017,XRP-USD,3606.280029,3664.810059,3445.639893,3582.879883,3582.879883,1239149952,3574.9
18-09-2017,ADA-USD,3591.090088,4079.22998,3591.090088,4065.199951,4065.199951,1943209984,3831.65
19-09-2017,DOGE-USD,4073.790039,4094.070068,3868.870117,3924.969971,3924.969971,1563980032,3990.43
